model,formulation,seed,lambda_budget,fixed_cost,n_customers,n_facilities,n_price_levels,n_options,status,objective,runtime,mip_gap,gap_percent,solved_optimal,opened_facilities,served_customers,service_rate,served_demand,total_revenue,total_opening_cost,lazy_cuts_added,node_count,best_bound,num_vars,num_constraints,base_constraints,effective_constraints,use_cuts,force_open
BBC,bbc,5,1.5,100,3,2,5,10,2,2866.351008371862,0.0010364055633544922,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,100.0,0,1.0,2866.351008371862,42,49,49,49,True,False
BBC-Paper,bbc_paper,5,1.5,100,3,2,5,10,2,2866.351008371862,0.0,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,100.0,0,1.0,2866.351008371862,42,50,50,50,True,True
MILP-2,milp2,5,1.5,200,3,2,5,10,2,2766.351008371862,0.0,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,200.0,0,1.0,2766.351008371862,42,184,184,184,,
MILP-1,milp1,5,1.5,200,3,2,5,10,2,2766.351008371862,0.002489328384399414,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,200.0,0,1.0,2766.351008371862,42,79,79,79,,
MILP-3,milp3,5,1.5,200,3,2,5,10,2,2766.351008371862,0.0009844303131103516,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,200.0,0,1.0,2766.351008371862,42,76,76,76,,
BBC-NoCuts,bbc_no_cuts,5,1.5,200,3,2,5,10,2,2766.351008371862,0.0010056495666503906,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,200.0,0,1.0,2766.351008371862,42,49,49,49,False,False
BBC,bbc,5,1.5,200,3,2,5,10,2,2766.351008371862,0.0005886554718017578,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,200.0,0,1.0,2766.351008371862,42,49,49,49,True,False
BBC-Paper,bbc_paper,5,1.5,200,3,2,5,10,2,2766.351008371862,0.0009582042694091797,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,200.0,0,1.0,2766.351008371862,42,50,50,50,True,True
MILP-1,milp1,1,0.5,50,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,458,458,458,,
MILP-3,milp3,1,0.5,50,5,3,10,30,2,-0.0,0.0009827613830566406,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,453,453,453,,
BBC-NoCuts,bbc_no_cuts,1,0.5,50,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,308,308,308,False,False
BBC,bbc,1,0.5,50,5,3,10,30,2,-0.0,0.0025339126586914062,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,308,308,308,True,False
BBC-Paper,bbc_paper,1,0.5,50,5,3,10,30,2,-50.0,0.0,0.0,0.0,True,1,0,0.0,0.0,0.0,50.0,0,0.0,-50.0,183,309,309,309,True,True
MILP-1,milp1,1,0.5,100,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,458,458,458,,
MILP-3,milp3,1,0.5,100,5,3,10,30,2,-0.0,0.0009992122650146484,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,453,453,453,,
BBC-NoCuts,bbc_no_cuts,1,0.5,100,5,3,10,30,2,-0.0,0.0009708404541015625,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,308,308,308,False,False
BBC,bbc,1,0.5,100,5,3,10,30,2,-0.0,0.0010013580322265625,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,308,308,308,True,False
BBC-Paper,bbc_paper,1,0.5,100,5,3,10,30,2,-100.0,0.0009932518005371094,0.0,0.0,True,1,0,0.0,0.0,0.0,100.0,0,0.0,-100.0,183,309,309,309,True,True
MILP-1,milp1,1,0.5,200,5,3,10,30,2,-0.0,0.0010366439819335938,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,458,458,458,,
MILP-3,milp3,1,0.5,200,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,453,453,453,,
BBC-NoCuts,bbc_no_cuts,1,0.5,200,5,3,10,30,2,-0.0,0.0009818077087402344,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,308,308,308,False,False
BBC,bbc,1,0.5,200,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,308,308,308,True,False
BBC-Paper,bbc_paper,1,0.5,200,5,3,10,30,2,-200.0,0.0,0.0,0.0,True,1,0,0.0,0.0,0.0,200.0,0,0.0,-200.0,183,309,309,309,True,True
MILP-1,milp1,1,1.0,50,5,3,10,30,2,931.4742820985493,0.0008292198181152344,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,100.0,0,1.0,931.4742820985493,183,433,433,433,,
MILP-3,milp3,1,1.0,50,5,3,10,30,2,931.4742820985493,0.004014492034912109,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,100.0,0,1.0,931.4742820985493,183,428,428,428,,
BBC-NoCuts,bbc_no_cuts,1,1.0,50,5,3,10,30,2,931.4742820985493,0.0019996166229248047,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,100.0,0,1.0,931.4742820985493,183,283,283,283,False,False
BBC,bbc,1,1.0,50,5,3,10,30,2,931.4742820985493,0.0,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,100.0,0,1.0,931.4742820985493,183,283,283,283,True,False
BBC-Paper,bbc_paper,1,1.0,50,5,3,10,30,2,931.4742820985493,0.0,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,100.0,0,1.0,931.4742820985493,183,284,284,284,True,True
MILP-1,milp1,1,1.0,100,5,3,10,30,2,831.4742820985492,0.003108501434326172,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,200.0,0,1.0,831.4742820985493,183,433,433,433,,
MILP-3,milp3,1,1.0,100,5,3,10,30,2,831.4742820985492,0.0,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,200.0,0,1.0,831.4742820985493,183,428,428,428,,
BBC-NoCuts,bbc_no_cuts,1,1.0,100,5,3,10,30,2,831.4742820985492,0.0018856525421142578,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,200.0,0,1.0,831.4742820985493,183,283,283,283,False,False
BBC,bbc,1,1.0,100,5,3,10,30,2,831.4742820985492,0.0,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,200.0,0,1.0,831.4742820985493,183,283,283,283,True,False
BBC-Paper,bbc_paper,1,1.0,100,5,3,10,30,2,831.4742820985492,0.0,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,200.0,0,1.0,831.4742820985493,183,284,284,284,True,True
MILP-1,milp1,1,1.0,200,5,3,10,30,2,631.4742820985492,0.0050008296966552734,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,400.0,0,1.0,631.4742820985493,183,433,433,433,,
MILP-3,milp3,1,1.0,200,5,3,10,30,2,631.4742820985492,0.005292654037475586,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,400.0,0,1.0,631.4742820985493,183,428,428,428,,
BBC-NoCuts,bbc_no_cuts,1,1.0,200,5,3,10,30,2,631.4742820985492,0.0010814666748046875,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,400.0,0,1.0,631.4742820985493,183,283,283,283,False,False
BBC,bbc,1,1.0,200,5,3,10,30,2,631.4742820985492,0.0015058517456054688,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,400.0,0,1.0,631.4742820985493,183,283,283,283,True,False
BBC-Paper,bbc_paper,1,1.0,200,5,3,10,30,2,631.4742820985492,0.0,0.0,0.0,True,2,4,0.8,210.60503574694124,1031.474282098549,400.0,0,1.0,631.4742820985493,183,284,284,284,True,True
MILP-1,milp1,1,1.5,50,5,3,10,30,2,2884.094705848022,0.015914440155029297,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,100.0,0,1.0,2884.094705848022,183,371,371,371,,
MILP-3,milp3,1,1.5,50,5,3,10,30,2,2884.094705848022,0.010022640228271484,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,100.0,0,1.0,2884.094705848022,183,366,366,366,,
BBC-NoCuts,bbc_no_cuts,1,1.5,50,5,3,10,30,2,2884.0947058480224,0.0028069019317626953,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,100.0,0,1.0,2884.0947058480224,183,221,221,221,False,False
BBC,bbc,1,1.5,50,5,3,10,30,2,2884.094705848022,0.0010285377502441406,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,100.0,3,1.0,2884.094705848022,183,221,221,224,True,False
BBC-Paper,bbc_paper,1,1.5,50,5,3,10,30,2,2884.094705848022,0.0012001991271972656,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,100.0,3,1.0,2884.094705848022,183,222,222,225,True,True
MILP-1,milp1,1,1.5,100,5,3,10,30,2,2784.094705848022,0.01396489143371582,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,200.0,0,1.0,2784.094705848022,183,371,371,371,,
MILP-3,milp3,1,1.5,100,5,3,10,30,2,2784.094705848022,0.009413719177246094,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,200.0,0,1.0,2784.094705848022,183,366,366,366,,
BBC-NoCuts,bbc_no_cuts,1,1.5,100,5,3,10,30,2,2784.0947058480224,0.002595186233520508,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,200.0,0,1.0,2784.0947058480224,183,221,221,221,False,False
BBC,bbc,1,1.5,100,5,3,10,30,2,2784.094705848022,0.000989675521850586,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,200.0,3,1.0,2784.094705848022,183,221,221,224,True,False
BBC-Paper,bbc_paper,1,1.5,100,5,3,10,30,2,2784.094705848022,0.0020186901092529297,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,200.0,3,1.0,2784.094705848022,183,222,222,225,True,True
MILP-1,milp1,1,1.5,200,5,3,10,30,2,2584.094705848022,0.011890888214111328,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,400.0,0,1.0,2584.094705848022,183,371,371,371,,
MILP-3,milp3,1,1.5,200,5,3,10,30,2,2584.094705848022,0.013748645782470703,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,400.0,0,1.0,2584.094705848022,183,366,366,366,,
BBC-NoCuts,bbc_no_cuts,1,1.5,200,5,3,10,30,2,2584.0947058480224,0.0,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,400.0,0,1.0,2584.0947058480224,183,221,221,221,False,False
BBC,bbc,1,1.5,200,5,3,10,30,2,2584.094705848022,0.001970052719116211,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,400.0,2,1.0,2584.094705848022,183,221,221,223,True,False
BBC-Paper,bbc_paper,1,1.5,200,5,3,10,30,2,2584.094705848022,0.002039194107055664,0.0,0.0,True,2,5,1.0,213.14962184628732,2984.0947058480215,400.0,2,1.0,2584.094705848022,183,222,222,224,True,True
MILP-1,milp1,2,0.5,50,5,3,10,30,2,139.8790946186487,0.0,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,50.0,0,0.0,139.8790946186487,183,457,457,457,,
MILP-3,milp3,2,0.5,50,5,3,10,30,2,139.8790946186487,0.0009875297546386719,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,50.0,0,0.0,139.8790946186487,183,452,452,452,,
BBC-NoCuts,bbc_no_cuts,2,0.5,50,5,3,10,30,2,139.8790946186487,0.000989675521850586,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,50.0,0,0.0,139.8790946186487,183,307,307,307,False,False
BBC,bbc,2,0.5,50,5,3,10,30,2,139.8790946186487,0.0009856224060058594,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,50.0,0,1.0,139.8790946186487,183,307,307,307,True,False
BBC-Paper,bbc_paper,2,0.5,50,5,3,10,30,2,139.8790946186487,0.0016372203826904297,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,50.0,0,1.0,139.8790946186487,183,308,308,308,True,True
MILP-1,milp1,2,0.5,100,5,3,10,30,2,89.87909461864871,0.0010938644409179688,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,100.0,0,0.0,89.87909461864871,183,457,457,457,,
MILP-3,milp3,2,0.5,100,5,3,10,30,2,89.87909461864871,0.0004608631134033203,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,100.0,0,0.0,89.87909461864871,183,452,452,452,,
BBC-NoCuts,bbc_no_cuts,2,0.5,100,5,3,10,30,2,89.87909461864871,0.0,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,100.0,0,0.0,89.87909461864871,183,307,307,307,False,False
BBC,bbc,2,0.5,100,5,3,10,30,2,89.87909461864871,0.0022859573364257812,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,100.0,0,1.0,89.87909461864871,183,307,307,307,True,False
BBC-Paper,bbc_paper,2,0.5,100,5,3,10,30,2,89.87909461864871,0.0010251998901367188,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,100.0,0,1.0,89.87909461864871,183,308,308,308,True,True
MILP-1,milp1,2,0.5,200,5,3,10,30,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,457,457,457,,
MILP-3,milp3,2,0.5,200,5,3,10,30,2,-0.0,0.0009708404541015625,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,452,452,452,,
BBC-NoCuts,bbc_no_cuts,2,0.5,200,5,3,10,30,2,-0.0,0.0011692047119140625,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,307,307,307,False,False
BBC,bbc,2,0.5,200,5,3,10,30,2,-0.0,0.0011074542999267578,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,183,307,307,307,True,False
BBC-Paper,bbc_paper,2,0.5,200,5,3,10,30,2,-10.120905381351292,0.0,0.0,0.0,True,1,1,0.2,94.93954730932435,189.8790946186487,200.0,0,1.0,-10.120905381351292,183,308,308,308,True,True
MILP-1,milp1,2,1.0,50,5,3,10,30,2,2317.6814923166216,0.004553079605102539,0.0,0.0,True,3,3,0.6,176.18132621718922,2467.6814923166216,150.0,0,1.0,2317.6814923166216,183,428,428,428,,
MILP-3,milp3,2,1.0,50,5,3,10,30,2,2317.6814923166216,0.003656148910522461,0.0,0.0,True,3,3,0.6,176.18132621718922,2467.6814923166216,150.0,0,1.0,2317.6814923166216,183,423,423,423,,
BBC-NoCuts,bbc_no_cuts,2,1.0,50,5,3,10,30,2,2317.6814923166216,0.0025463104248046875,0.0,0.0,True,3,3,0.6,176.18132621718922,2467.6814923166216,150.0,0,1.0,2317.6814923166216,183,278,278,278,False,False
BBC,bbc,2,1.0,50,5,3,10,30,2,2317.6814923166216,0.0,0.0,0.0,True,3,3,0.6,176.18132621718922,2467.6814923166216,150.0,0,1.0,2317.6814923166216,183,278,278,278,True,False
BBC-Paper,bbc_paper,2,1.0,50,5,3,10,30,2,2317.6814923166216,0.0,0.0,0.0,True,3,3,0.6,176.18132621718922,2467.6814923166216,150.0,0,1.0,2317.6814923166216,183,279,279,279,True,True
MILP-1,milp1,2,1.0,100,5,3,10,30,2,2167.6814923166216,0.0,0.0,0.0,True,3,3,0.6,176.18132621718922,2467.6814923166216,300.0,0,1.0,2167.6814923166216,183,428,428,428,,
MILP-3,milp3,2,1.0,100,5,3,10,30,2,2167.6814923166216,0.003931999206542969,0.0,0.0,True,3,3,0.6,176.18132621718922,2467.6814923166216,300.0,0,1.0,2167.6814923166216,183,423,423,423,,
BBC-NoCuts,bbc_no_cuts,2,1.0,100,5,3,10,30,2,2167.6814923166216,0.0,0.0,0.0,True,3,3,0.6,176.18132621718922,2467.6814923166216,300.0,0,1.0,2167.6814923166216,183,278,278,278,False,False
BBC,bbc,2,1.0,100,5,3,10,30,2,2167.6814923166216,0.00229644775390625,0.0,0.0,True,3,3,0.6,176.18132621718922,2467.6814923166216,300.0,0,1.0,2167.6814923166216,183,278,278,278,True,False
BBC-Paper,bbc_paper,2,1.0,100,5,3,10,30,2,2167.6814923166216,0.002240896224975586,0.0,0.0,True,3,3,0.6,176.18132621718922,2467.6814923166216,300.0,0,1.0,2167.6814923166216,183,279,279,279,True,True
MILP-1,milp1,2,1.0,200,5,3,10,30,2,1958.8460828307575,0.003087282180786133,0.0,0.0,True,2,3,0.6,176.18132621718922,2358.8460828307575,400.0,0,0.0,1958.8460828307575,183,428,428,428,,
MILP-3,milp3,2,1.0,200,5,3,10,30,2,1958.8460828307575,0.0,0.0,0.0,True,2,3,0.6,176.18132621718922,2358.8460828307575,400.0,0,0.0,1958.8460828307575,183,423,423,423,,
BBC-NoCuts,bbc_no_cuts,2,1.0,200,5,3,10,30,2,1958.8460828307575,0.0030765533447265625,0.0,0.0,True,2,3,0.6,176.18132621718922,2358.8460828307575,400.0,0,1.0,1958.8460828307575,183,278,278,278,False,False
BBC,bbc,2,1.0,200,5,3,10,30,2,1958.8460828307575,0.0010764598846435547,0.0,0.0,True,2,3,0.6,176.18132621718922,2358.8460828307575,400.0,0,1.0,1958.8460828307575,183,278,278,278,True,False
BBC-Paper,bbc_paper,2,1.0,200,5,3,10,30,2,1958.8460828307575,0.0,0.0,0.0,True,2,3,0.6,176.18132621718922,2358.8460828307575,400.0,0,1.0,1958.8460828307575,183,279,279,279,True,True
MILP-1,milp1,2,1.5,50,5,3,10,30,2,4209.686753465627,0.013883829116821289,0.0,0.0,True,3,4,0.8,220.66674508977462,4359.686753465627,150.0,0,1.0,4209.686753465627,183,379,379,379,,
MILP-3,milp3,2,1.5,50,5,3,10,30,2,4209.686753465627,0.00708317756652832,0.0,0.0,True,3,4,0.8,220.66674508977462,4359.686753465627,150.0,0,1.0,4209.686753465627,183,374,374,374,,
BBC-NoCuts,bbc_no_cuts,2,1.5,50,5,3,10,30,2,4209.686753465627,0.0019812583923339844,0.0,0.0,True,3,4,0.8,220.66674508977462,4359.686753465627,150.0,0,1.0,4209.686753465627,183,229,229,229,False,False
BBC,bbc,2,1.5,50,5,3,10,30,2,4209.686753465627,0.0015187263488769531,0.0,0.0,True,3,4,0.8,220.66674508977462,4359.686753465627,150.0,0,1.0,4209.686753465627,183,229,229,229,True,False
BBC-Paper,bbc_paper,2,1.5,50,5,3,10,30,2,4209.686753465627,0.0009937286376953125,0.0,0.0,True,3,4,0.8,220.66674508977462,4359.686753465627,150.0,0,1.0,4209.686753465627,183,230,230,230,True,True
MILP-1,milp1,2,1.5,100,5,3,10,30,2,4059.686753465626,0.012883186340332031,0.0,0.0,True,3,4,0.8,220.66674508977462,4359.686753465627,300.0,0,1.0,4059.686753465626,183,379,379,379,,
MILP-3,milp3,2,1.5,100,5,3,10,30,2,4059.686753465626,0.011165618896484375,0.0,0.0,True,3,4,0.8,220.66674508977462,4359.686753465627,300.0,0,1.0,4059.686753465626,183,374,374,374,,
BBC-NoCuts,bbc_no_cuts,2,1.5,100,5,3,10,30,2,4059.686753465626,0.0,0.0,0.0,True,3,4,0.8,220.66674508977462,4359.686753465627,300.0,0,1.0,4059.686753465626,183,229,229,229,False,False
BBC,bbc,2,1.5,100,5,3,10,30,2,4059.686753465626,0.0,0.0,0.0,True,3,4,0.8,220.66674508977462,4359.686753465627,300.0,0,1.0,4059.686753465626,183,229,229,229,True,False
BBC-Paper,bbc_paper,2,1.5,100,5,3,10,30,2,4059.686753465626,0.0020945072174072266,0.0,0.0,True,3,4,0.8,220.66674508977462,4359.686753465627,300.0,0,1.0,4059.686753465626,183,230,230,230,True,True
MILP-1,milp1,2,1.5,200,5,3,10,30,2,3850.851343979762,0.004468441009521484,0.0,0.0,True,2,4,0.8,220.66674508977462,4250.8513439797625,400.0,0,1.0,3850.851343979762,183,379,379,379,,
MILP-3,milp3,2,1.5,200,5,3,10,30,2,3850.851343979762,0.008230209350585938,0.0,0.0,True,2,4,0.8,220.66674508977462,4250.8513439797625,400.0,0,1.0,3850.851343979762,183,374,374,374,,
BBC-NoCuts,bbc_no_cuts,2,1.5,200,5,3,10,30,2,3850.851343979762,0.00211334228515625,0.0,0.0,True,2,4,0.8,220.66674508977462,4250.8513439797625,400.0,0,1.0,3850.851343979762,183,229,229,229,False,False
BBC,bbc,2,1.5,200,5,3,10,30,2,3850.851343979762,0.0011112689971923828,0.0,0.0,True,2,4,0.8,220.66674508977462,4250.8513439797625,400.0,0,1.0,3850.851343979762,183,229,229,229,True,False
BBC-Paper,bbc_paper,2,1.5,200,5,3,10,30,2,3850.851343979762,0.0037043094635009766,0.0,0.0,True,2,4,0.8,220.66674508977462,4250.8513439797625,400.0,0,1.0,3850.851343979762,183,230,230,230,True,True
MILP-1,milp1,3,0.5,50,5,3,10,30,2,159.27248415332053,0.0010440349578857422,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,50.0,0,0.0,159.27248415332053,183,456,456,456,,
MILP-3,milp3,3,0.5,50,5,3,10,30,2,159.27248415332053,0.0007116794586181641,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,50.0,0,0.0,159.27248415332053,183,451,451,451,,
BBC-NoCuts,bbc_no_cuts,3,0.5,50,5,3,10,30,2,159.27248415332053,0.0009894371032714844,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,50.0,0,1.0,159.27248415332053,183,306,306,306,False,False
BBC,bbc,3,0.5,50,5,3,10,30,2,159.27248415332053,0.0,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,50.0,0,1.0,159.27248415332053,183,306,306,306,True,False
BBC-Paper,bbc_paper,3,0.5,50,5,3,10,30,2,159.27248415332053,0.0009930133819580078,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,50.0,0,1.0,159.27248415332053,183,307,307,307,True,True
MILP-1,milp1,3,0.5,100,5,3,10,30,2,109.27248415332053,0.0010790824890136719,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,100.0,0,0.0,109.27248415332053,183,456,456,456,,
MILP-3,milp3,3,0.5,100,5,3,10,30,2,109.27248415332053,0.0007815361022949219,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,100.0,0,0.0,109.27248415332053,183,451,451,451,,
BBC-NoCuts,bbc_no_cuts,3,0.5,100,5,3,10,30,2,109.27248415332053,0.0009961128234863281,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,100.0,0,1.0,109.27248415332053,183,306,306,306,False,False
BBC,bbc,3,0.5,100,5,3,10,30,2,109.27248415332053,0.0013234615325927734,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,100.0,0,1.0,109.27248415332053,183,306,306,306,True,False
BBC-Paper,bbc_paper,3,0.5,100,5,3,10,30,2,109.27248415332053,0.0020151138305664062,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,100.0,0,1.0,109.27248415332053,183,307,307,307,True,True
MILP-1,milp1,3,0.5,200,5,3,10,30,2,9.272484153320534,0.0009968280792236328,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,200.0,0,0.0,9.272484153320534,183,456,456,456,,
MILP-3,milp3,3,0.5,200,5,3,10,30,2,9.272484153320534,0.0,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,200.0,0,0.0,9.272484153320534,183,451,451,451,,
BBC-NoCuts,bbc_no_cuts,3,0.5,200,5,3,10,30,2,9.272484153320534,0.0011088848114013672,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,200.0,0,0.0,9.272484153320534,183,306,306,306,False,False
BBC,bbc,3,0.5,200,5,3,10,30,2,9.272484153320534,0.0010120868682861328,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,200.0,0,1.0,9.272484153320534,183,306,306,306,True,False
BBC-Paper,bbc_paper,3,0.5,200,5,3,10,30,2,9.272484153320534,0.002019166946411133,0.0,0.0,True,1,1,0.2,52.31812103833013,209.27248415332053,200.0,0,1.0,9.272484153320534,183,307,307,307,True,True
MILP-1,milp1,3,1.0,50,5,3,10,30,2,1416.452118421851,0.003025054931640625,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,100.0,0,1.0,1416.4521184218513,183,444,444,444,,
MILP-3,milp3,3,1.0,50,5,3,10,30,2,1416.452118421851,0.004286289215087891,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,100.0,0,1.0,1416.4521184218513,183,439,439,439,,
BBC-NoCuts,bbc_no_cuts,3,1.0,50,5,3,10,30,2,1416.452118421851,0.0019981861114501953,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,100.0,0,1.0,1416.4521184218513,183,294,294,294,False,False
BBC,bbc,3,1.0,50,5,3,10,30,2,1416.452118421851,0.0016210079193115234,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,100.0,0,1.0,1416.452118421851,183,294,294,294,True,False
BBC-Paper,bbc_paper,3,1.0,50,5,3,10,30,2,1416.452118421851,0.0,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,100.0,0,1.0,1416.452118421851,183,295,295,295,True,True
MILP-1,milp1,3,1.0,100,5,3,10,30,2,1316.452118421851,0.002947568893432617,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,200.0,0,1.0,1316.4521184218513,183,444,444,444,,
MILP-3,milp3,3,1.0,100,5,3,10,30,2,1316.452118421851,0.0,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,200.0,0,1.0,1316.4521184218513,183,439,439,439,,
BBC-NoCuts,bbc_no_cuts,3,1.0,100,5,3,10,30,2,1316.452118421851,0.0023810863494873047,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,200.0,0,1.0,1316.4521184218513,183,294,294,294,False,False
BBC,bbc,3,1.0,100,5,3,10,30,2,1316.452118421851,0.0020589828491210938,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,200.0,0,1.0,1316.4521184218513,183,294,294,294,True,False
BBC-Paper,bbc_paper,3,1.0,100,5,3,10,30,2,1316.452118421851,0.0020110607147216797,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,200.0,0,1.0,1316.4521184218513,183,295,295,295,True,True
MILP-1,milp1,3,1.0,200,5,3,10,30,2,1116.452118421851,0.004669904708862305,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,400.0,0,1.0,1116.452118421851,183,444,444,444,,
MILP-3,milp3,3,1.0,200,5,3,10,30,2,1116.452118421851,0.0010094642639160156,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,400.0,0,1.0,1116.452118421851,183,439,439,439,,
BBC-NoCuts,bbc_no_cuts,3,1.0,200,5,3,10,30,2,1116.452118421851,0.0009849071502685547,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,400.0,0,1.0,1116.452118421851,183,294,294,294,False,False
BBC,bbc,3,1.0,200,5,3,10,30,2,1116.452118421851,0.0012440681457519531,0.0,0.0,True,2,4,0.8,280.38898490976806,1516.452118421851,400.0,0,1.0,1116.4521184218513,183,294,294,294,True,False
